number_of_reviews,price_range,ratingValue,name,address
904,$11-30,4.0,Westville - East,173 Ave A New York NY 10009
15,Under $10,3.5,New York Kimchi,102 Macdougal St New York NY 10012
182,$11-30,4.0,Casa Patrón,805 NE 65th St Seattle WA 98115
30,Under $10,4.0,Rizzo Steaks,6538 4th Ave S Seattle WA 98108
390,Under $10,4.0,Pho Cong Ly,460 E William St San Jose CA 95112
5,$11-30,4.5,Sophias Deli,635 W Capitol Expy San Jose CA 95136
37,$11-30,5.0,Addictive Wine and Tapas Bar,3263 87th St Queens NY 11369
298,$11-30,4.5,Pizzeria Pulcinella,10003 Rainier Ave S Seattle WA 98178
7,Under $10,5.0,Duzer’s Local,387 Van Duzer St Staten Island NY 10304
39,$11-30,4.0,Azuma Japanese Cuisine II,664 Blossom Hill Rd San Jose CA 95123
1094,$11-30,4.0,Buvette,42 Grove St New York NY 10014
224,$11-30,4.0,Sunshine Co.,780 Washington Ave Brooklyn NY 11238
101,Under $10,4.5,Tibetan Dumpling Cafe,4908 Queens Blvd Woodside NY 11377
442,$11-30,4.0,Seamore’s,390 Broome St New York NY 10013
40,Under $10,4.0,Dragon Noodle and Grill,150 Centre St New York NY 10013
30,$11-30,4.5,Naive,299 S 4th St Brooklyn NY 11211
14,$11-30,4.0,Reserve a Table,1378 3rd Ave New York NY 10075
321,$11-30,3.5,Sevilla Restaurant,62 Charles St New York NY 10014
191,$31-60,4.0,The Pines,284 3rd Ave Brooklyn NY 11215
535,Under $10,3.5,Cafe Rosalena,1077 The Alameda San Jose CA 95126
161,$11-30,4.0,Reyhan,1625 Almaden Rd San Jose CA 95125
36,Under $10,2.5,Dim Sum,1600 Saratoga Ave San Jose CA 95129
114,$11-30,3.0,Ladda Thai Cuisine,90 Skyport Dr San Jose CA 95110
489,Under $10,4.0,Peanuts Deluxe Cafe,275 E San Fernando St San Jose CA 95112
194,Under $10,4.0,New Jade China,5522 Monterey Rd San Jose CA 95138
160,Under $10,4.0,Lee’s House Chinese Takeout,6187 Santa Teresa Blvd San Jose CA 95123
619,$11-30,3.0,Blue Mango,635 Coleman Ave San Jose CA 95110
5,$11-30,5.0,Indian Masala,1174 Saint Marks Ave Brooklyn NY 11213
2455,$31-60,4.0,The Stanton Social,99 Stanton St New York NY 10002
499,$31-60,4.0,Boulud Sud,20 West 64th Street New York NY 10023
425,$11-30,4.0,Sik Gaek,49-11 Roosevelt Ave Woodside NY 11377
101,$11-30,4.5,Peng’s Noodle Folk,1659 1st Ave New York NY 10028
18,$11-30,4.5,Ancolie,58 W 8th St New York NY 10011
2366,$11-30,4.0,Ippudo Westside,321 W 51st St New York NY 10019
331,$11-30,4.0,Monument Lane,103 Greenwich Ave New York NY 10014
83,$11-30,4.0,The Maze,32 W 32nd St New York NY 10001
109,$11-30,4.5,The Bear and the Bee,2211 2nd Ave Seattle WA 98121
342,$31-60,4.0,Shuckers Oyster Bar,411 University Street Seattle WA 98101
650,$11-30,4.5,Italian Family Pizza,1028 Madison St Seattle WA 98104
340,$11-30,3.0,Little Water Cantina,2865 Eastlake Ave E Seattle WA 98102
359,$11-30,4.0,Tutta Bella Neapolitan Pizzeria - South Lake Union,2200 Westlake Ave Seattle WA 98121
75,Under $10,4.5,La Marzocco Café & Showroom,472 1st Ave N Seattle WA 98109
26,$11-30,4.0,Feed Co. Burgers - Central,1190 24th Ave Seattle WA 98122
28,$11-30,4.5,Snap Kitchen,6317 Bee Cave Rd Austin TX 78746
410,$11-30,3.5,Bamboo Garden Vegetarian Cuisine,364 Roy St Seattle WA 98109
377,$11-30,4.0,Skillet Ballard,2034 NW 56th St Seattle WA 98107
17,$31-60,5.0,The Austin Club,110 E 9th St Austin TX 78701
292,$11-30,4.0,Licha’s Cantina,1306 E 6th St Austin TX 78702
36,$11-30,4.0,Stephen F’s Bar & Terrace,701 Congress Ave Austin TX 78701
110,Under $10,4.0,Tropicana Cuban Restaurant,9616 N Lamar Blvd Austin TX 78723
85,Under $10,4.0,Masala Dhaba,75 Rainey St Austin TX 78701
358,$11-30,4.0,New India Cuisine,2304 S Congress Ave Austin TX 78704
171,$11-30,4.0,360 Pizza,6203 N Capital Of Texas Hwy Austin TX 78731
69,$11-30,4.0,Bombay To Kathmandu Kitchen,9616 N Lamar Blvd Austin TX 78753
4,$11-30,5.0,My Pho Noodle House,2367 McKee Rd San Jose CA 95116
26,Under $10,4.5,Sundaze,2323 S Lamar Blvd Austin TX 78704
346,Under $10,4.0,In-N-Out Burger,550 Newhall Dr San Jose CA 95110
107,Under $10,3.0,Wong Kok,1751 N 1st St San Jose CA 95112
497,$11-30,3.5,Ma’s Restaurant,1715 Lundy Ave San Jose CA 95131
73,Under $10,4.0,Quan Hue Restaurant,1818 Tully Rd San Jose CA 95122
253,$11-30,4.0,Tequilas Taqueria,1052 Leigh Ave San Jose CA 95126
140,$11-30,3.5,Sushi Boat,1701 Airport Blvd San Jose CA 95110
27,Under $10,4.0,Angkorian Express,2200 Eastridge Loop San Jose CA 95112
1385,$11-30,3.5,Flames Eatery & Bar,88 S 4th St San Jose CA 95112
88,$11-30,3.5,El Chupacabra,901 Fairview Ave N Seattle WA 98109
17,$11-30,4.0,The Little London Plane,322 Occidental Ave S Seattle WA 98104
890,$11-30,4.0,Café Campagne,1600 Post Aly Seattle WA 98101
357,$11-30,4.0,The Pine Box,1600 Melrose Ave Seattle WA 98122
251,$11-30,4.0,Mulleady’s Irish Pub,3055 21st Ave W Seattle WA 98199
365,Under $10,4.0,Thanh Vi,4226 University Way NE Seattle WA 98105
140,Under $10,4.5,Song Phang Kong,1017 S Jackson St Seattle WA 98104
168,Under $10,4.5,Conscious Cravings,1311 S 1st St Austin TX 78704
18,$31-60,4.5,Tokara,6208 Phinney Ave N Seattle WA 98103
4,$11-30,5.0,JD’s Tacos,13404 FM 969 Austin TX 78724
3,Under $10,4.0,CJ’s Big Bubba BBQ,30 N IH 35 Austin TX 78701
376,Under $10,4.5,More Home Slice Pizza,1421 S Congress Ave Austin TX 78704
126,$11-30,4.5,Marye’s Gourmet Pizza,3663 Bee Caves Rd Austin TX 78746
467,Under $10,4.5,Fricano’s Deli,2405 Nueces St Austin TX 78705
700,$11-30,3.5,Shady Grove,1624 Barton Springs Rd Austin TX 78704
237,Under $10,4.0,Rosita’s Al Pastor,1911 E Riverside Dr Austin TX 78798
916,$11-30,4.0,Stiles Switch BBQ & Brew,6610 N Lamar Blvd Austin TX 78757
316,Under $10,4.5,Thanh Nhi,9200 N Lamar Blvd Austin TX 78753
4,,4.0,Baci e Vendetta,131 Ave A New York NY 10009
548,$11-30,4.0,Mercato,352 W 39th St New York NY 10018
1252,$11-30,4.0,Butcher Bar,37-10 30th Ave Astoria NY 11103
186,$11-30,4.0,The Paris Cafe,119 South St New York NY 10038
122,$11-30,4.0,Gardenia,64 Downing St New York NY 10014
253,$31-60,4.0,La Vara,268 Clinton St Brooklyn NY 11201
26,$11-30,4.0,Shake Shack,1 Pennsylvania Plz New York NY 10119
355,Above $61,4.5,Chef’s Table at Brooklyn Fare,431 W 37th St New York NY 10018
199,$11-30,4.0,Gallito’s Kitchen,140 Montague St Brooklyn NY 11201
60,$11-30,4.5,Chong Qing Xiao Mian,796 9th Ave New York NY 10019
42,$11-30,4.0,Bessou,5 Bleecker St New York NY 10012
212,$11-30,4.0,Balzem,202 Mott St New York NY 10012
526,$31-60,4.5,Bohemian Restaurant,57 Great Jones St New York NY 10012
18,$11-30,4.5,The Binc,60 Henry St Brooklyn NY 11201
36,$11-30,4.0,99 Favor Taste,135-41 37th Ave Flushing NY 11354
212,$11-30,4.0,Maison May Dekalb,246 Dekalb Ave Brooklyn NY 11205
892,Under $10,4.0,Amy’s Bread,672 9th Ave New York NY 10036
54,$11-30,4.0,Style Hot Pot,930 N 130th St Seattle WA 98133
187,$31-60,4.0,Andaluca Restaurant,407 Olive Way Seattle WA 98101
347,$11-30,3.5,Cuoco,310 Terry Ave N Seattle WA 98109
62,Under $10,4.5,Beetle Cafe,4334 Univeristy Way NE Seattle WA 98105
667,$11-30,4.5,Rocco’s,2228 2nd Ave Seattle WA 98121
95,$11-30,4.0,Sweetgrass Food,1923 7th Ave Seattle WA 98101
104,Under $10,4.5,An Nam Pho,6510 Roosevelt Way NE Seattle WA 98115
331,$11-30,4.0,Georgetown Liquor Company,5501 Airport Way S Seattle WA 98108
155,Under $10,4.0,Pho Cuong,1739 Berryessa Rd San Jose CA 95133
569,$11-30,3.5,House Of Genji,1335 N 1st St San Jose CA 95112
161,$11-30,4.5,Punjab Cafe,1699 W San Carlos St San Jose CA 95128
42,$11-30,3.5,Sunset Fried Chicken Sandwiches,1610 12th Ave Seattle WA 98122
155,$11-30,4.5,El Patio Restaurant,1635 Alum Rock Ave San Jose CA 95116
312,$11-30,4.0,Jake’s of Willow Glen,1074 Lincoln Ave San Jose CA 95125
3,Under $10,4.5,Bo Ne Phu Yen,1818 Tully Rd San Jose CA 95122
692,Under $10,4.0,La Costa,1805 Alum Rock Ave San Jose CA 95116
355,Under $10,4.0,First Chinese Barbecue,Chinatown Center Austin TX 78753
1473,$11-30,3.5,Kahoo Ramen,4330 Moorpark Ave San Jose CA 95129
862,$11-30,3.5,The Original Krung Thai Restaurant,642 S Winchester Blvd San Jose CA 95128
28,Under $10,4.5,ATX Jamaican Grill,2201 S 1st St Austin TX 78704
295,$11-30,3.5,Wings Dip,910 Meridian Ave San Jose CA 95126
27,$31-60,4.5,Supper Friends,3012 Gonzales St Austin TX 78702
491,Under $10,4.0,East Side King,Liberty Bar Austin TX 78702
18,$11-30,4.5,H12 Outdoor Cafe,18619 Hamilton Pool Rd Austin TX 78738
35,$11-30,4.0,Roland’s Soul Food And Fish,1311 Chestnut Ave Austin TX 78702
686,Under $10,4.0,Tarka Indian Kitchen,5207 Brodie Ln Austin TX 78745
24,Under $10,3.5,Xinh Xinh Cafe,1075 Tully Rd San Jose CA 95122
958,Under $10,3.5,Casino El Camino,517 E 6th St Austin TX 78701
204,Under $10,4.0,Green Bites Cafe,1290 S Bascom Ave San Jose CA 95128
8,Under $10,5.0,Los Jarochos Grill,3295 Woodward Ave San Jose CA 95054
387,Under $10,4.5,Mariscos La Costa,4152 Monterey Hwy San Jose CA 95111
150,Under $10,4.0,The Flying Falafel,919 Meridian Ave San Jose CA 95126
1084,$11-30,3.0,The Old Spaghetti Factory,51 N San Pedro St San Jose CA 95110
391,$11-30,3.5,Kubota Restaurant,593 N 5th St San Jose CA 95112
160,Under $10,3.5,San Jose Noodle,856 N 13th St San Jose CA 95112
210,Under $10,4.0,Taqueria Eduardo,255 Race St San Jose CA 95126
884,$11-30,3.0,Gordon Biersch Brewery Restaurant,33 E San Fernando St San Jose CA 95113
583,$11-30,4.0,Cafe Turko,900 N 34th St Seattle WA 98103
509,Under $10,4.0,Marination Station,1412 Harvard Ave Seattle WA 98122
216,Under $10,4.5,Artisan Cafe,2523 5th Ave Seattle WA 98121
539,$11-30,4.0,Hangar Cafe,6261 13th Ave S Seattle WA 98108
500,$11-30,4.0,Sichuanese Cuisine,1048 S Jackson St Seattle WA 98104
202,$11-30,4.0,Habesha Restaurant and Bar,6019 N Interstate 35 Austin TX 78723
542,$11-30,4.5,Un Bien,7302 15th Ave NW Seattle WA 98117
55,$11-30,4.5,Seattle Salads,2711 E Madison St Seattle WA 98112
486,$11-30,4.0,Cactus Restaurants,350 Terry Ave N Seattle WA 98109
149,Under $10,4.5,MOD Pizza,1801 E 51st St Austin TX 78723
17,Under $10,4.0,Barley Bean,303 Colorado Tower Austin TX 78701
226,$11-30,3.5,Satellite Eat Drink Orbit,5900 W Slaughter Ln Austin TX 78749
152,$11-30,3.5,Josephine House,1601 Waterson Ave Austin TX 78703
223,$11-30,4.0,Austin Ale House,301 W 6th St Austin TX 78701
4,Under $10,5.0,Taco Hot,1425 E Rundberg Ln Austin TX 78753
68,Under $10,3.5,Los Comales Mexican Restaurant,2136 E 7th St Austin TX 78702
83,Under $10,4.5,Burrito Factory,2025 Guadalupe St Austin TX 78705
93,Under $10,4.0,Phat Tri,2345 McKee Rd San Jose CA 95116
15,Under $10,4.0,Santa Fe Taqueria,2687 Story Rd San Jose CA 95122
440,$11-30,3.5,Jasmine Thai,1710 Berryessa Rd San Jose CA 95133
216,$11-30,3.5,The Blue Chip,325 S 1st St San Jose CA 95113
3039,$11-30,3.5,The Counter Santana Row,3055 Olin Ave San Jose CA 95128
1740,$11-30,3.5,Kenzo Japanese Restaurant,5465 Snell Ave San Jose CA 95123
300,$31-60,3.5,Spencer’s For Steaks and Chops,2050 Gateway Pl San Jose CA 95110
136,Under $10,3.5,Mahalo Hawaii BBQ & Chinese Food,4750 Almaden Expy San Jose CA 95118
25,$11-30,4.5,Cucina Americana,9400 Roosevelt Way NE Seattle WA 98115
19,Under $10,4.5,PhilHouse,6040 Martin Luther King Jr Way S Seattle WA 98118
89,Under $10,4.5,Song La,411 W 23rd St Austin TX 78705
1032,$11-30,3.0,BJ’s Restaurant & Brewhouse,925 Blossom Hill Rd San Jose CA 95123
520,Under $10,4.0,Yeganeh Bakery & Kafe Unik,3275 Stevens Creek Blvd San Jose CA 95117
336,Under $10,4.0,Muchos Restaurant and Bar,72 E Santa Clara St San Jose CA 95113
159,$11-30,4.0,Brick Oven on 35th,1608 W 35th St Austin TX 78703
684,$11-30,3.5,Bill of Fare,1069 Saratoga Ave San Jose CA 95129
156,$11-30,3.0,Serendipity Cafe and Lounge,3222 W McGraw St Seattle WA 98199
2,Under $10,3.5,Taqueria El Grullense,2148 Story Rd San Jose CA 95122
275,$11-30,4.5,Pizzeria Credo,4520 California Ave SW Seattle WA 98116
160,$11-30,4.0,Noi Thai Cuisine - Seattle,Harbor Steps Building Seattle WA 98101
380,$11-30,4.0,Root Table,2213 NW Market St Seattle WA 98107
509,Under $10,4.5,Rain City Burgers,6501 Roosevelt Way NE Seattle WA 98115
206,$11-30,3.0,Henry’s Seattle,1518 1st Ave S Seattle WA 98134
11,$11-30,4.0,Steam Kung Fu,137-38 Northern Blvd Flushing NY 11354
216,Under $10,4.5,Nosh Borough,25-17 Astoria Blvd Astoria NY 11102
542,$11-30,4.0,Black Tap Craft Burgers & Beer,529 Broome St New York NY 10013
256,$11-30,3.5,Cent’Anni,742 Franklin Ave Brooklyn NY 11238
12,$11-30,4.5,Karu Café,5321 Roosevelt Ave Woodside NY 11377
154,$11-30,4.0,Hama Japanese Cuisine,11 W 51st St New York NY 10019
133,$11-30,4.0,Libertador,400 Henry  St Brooklyn NY 11201
362,$11-30,4.0,Alobar,46-42 Vernon Blvd Long Island City NY 11101
743,$11-30,4.0,Ayada Thai,7708 Woodside Ave Elmhurst NY 11373
58,$11-30,4.5,Modern Love Brooklyn,317 Union Ave Brooklyn NY 11211
7,$11-30,5.0,Turntable Coffee & Music,34-36 W 32nd St New York NY 10001
139,$11-30,4.0,Pilar Cuban Eatery,397 Greene Ave Brooklyn NY 11216
758,$11-30,4.0,The Mermaid Inn,570 Amsterdam Ave New York NY 10024
764,$11-30,4.0,Stone Park Cafe,324 5th Ave Brooklyn NY 11215
76,$11-30,4.5,b.good,141 Montague St Brooklyn NY 11201
9,$11-30,3.5,Bay Market Kitchen,850 3rd Ave Brooklyn NY 11232
244,$31-60,4.0,Glasserie,95 Commercial St Brooklyn NY 11222
141,$11-30,4.0,Reserve a Table,25 Lafayette Ave Brooklyn NY 11217
256,$11-30,4.0,Astoria Seafood,37-10 33rd St Long Island City NY 11101
578,Above $61,4.0,Aquavit,65 E 55th St New York NY 10022
90,$11-30,4.5,La Cabaña,606 N 105th St Seattle WA 98133
25,$11-30,4.0,The Comfort Zone,5016 Rainier Ave S Seattle WA 98118
244,$11-30,4.0,Athina Grill,528 Queen Anne Ave N Seattle WA 98109
6,$11-30,4.5,Portfolio Restaurant,2601-A Elliott Ave Seattle WA 98121
207,$11-30,3.5,Dong Thap Noodles,303 12th Ave S Seattle WA 98144
174,$11-30,4.0,Columbia City Ale House,4914 Rainier Ave S Seattle WA 98118
45,Under $10,4.0,Bar Sue,1407 14th Ave Seattle WA 98122
19,Under $10,4.5,Gateway Cafe,2025 Gateway Pl San Jose CA 95110
2,,5.0,Mariscos Corral,640 Coleman Ave San Jose CA 95110
445,Under $10,4.0,Thanh Huong,2050 N Capitol Ave San Jose CA 95132
83,$11-30,3.5,Great State Burger,3600 NE 45th St Seattle WA 98105
370,$11-30,3.5,John’s of Willow Glen,1238 Lincoln Ave San Jose CA 95125
66,$11-30,4.0,Cuadra No. 32,2132 1st Ave Seattle WA 98121
131,Under $10,4.5,Happy Dog,284 S 11th St San Jose CA 95112
286,Under $10,3.5,Chick-fil-A,2280 Monterey Rd San Jose CA 95112
1073,$11-30,3.0,Famous Dave’s,61 Curtner Ave San Jose CA 95125
87,Under $10,3.5,Capriotti’s Sandwich Shop,181 E Tasman Dr San Jose CA 95134
80,Under $10,4.0,The Sandwich Spot,1258 S Bascom Ave San Jose CA 95128
541,Under $10,3.5,Jalisco Taqueria,401 S King Rd San Jose CA 95106
62,$11-30,4.0,Food Food,2727 Exposition Blvd Austin TX 78703
8,Under $10,4.5,Yinz Hungry,11907 Manchaca Rd Austin TX 78748
7,,4.5,The Great Y’all,1208 Chicon St Austin TX 78702
356,Under $10,4.0,Papalote Taco House,2803 S Lamar Blvd Austin TX 78704
73,$11-30,3.5,Fresa’s - South 1st,1703 S 1st St Austin TX 78704
77,Under $10,4.5,Flaming Pizza,3220 Feathergrass Ct Austin TX 78758
22,Under $10,4.0,Great Harvest Bread Company,3201 Bee Cave Rd Austin TX 78746
151,Under $10,3.0,Angie’s Mexican Restaurant,1307 E 7th St Austin TX 78702
362,$11-30,3.5,G’Raj Mahal Cafe & Lounge,73 Rainey St Austin TX 78701
432,Under $10,4.0,Wholly Cow,3010 S Lamar Blvd Austin TX 78704
10,$11-30,5.0,One World,1701 Broadway Seattle WA 98122
385,$11-30,3.5,Honey Court Seafood Restaurant,516 Maynard Ave S Seattle WA 98104
117,$11-30,4.0,Little Ting’s Dumplings,14411 Greenwood Ave N Seattle WA 98133
141,$11-30,4.0,Café Paloma,93 Yesler Way Seattle WA 98104
111,$11-30,3.5,Mollusk,803 Dexter Ave N Seattle WA 98109
33,Under $10,4.5,Thai-U-Up,7501 Roosevelt Way NE Seattle WA 98115
50,Under $10,4.5,My Granny’s Kitchen,7800 S 1st St Austin TX 78745
1076,$11-30,4.0,Taste of India,5517 Roosevelt Way NE Seattle WA 98105
145,$11-30,4.0,Arirang  Korean restaurant,6801 Airport Blvd Austin TX 78752
562,Under $10,4.0,Arpeggio Grill,6619 Airport Blvd Austin TX 78752
558,$11-30,3.5,County Line On The Lake,5204 Ranch Rd 2222 Austin TX 78731
129,Under $10,3.5,Hat Creek Burger Company,5902 Bee Cave Rd Austin TX 78746
439,$11-30,3.0,Threadgill’s,301 W Riverside Dr Austin TX 78704
19,Under $10,4.5,Longhorn Chicken,2512 Riogrande Austin TX 78705
165,Under $10,4.5,Cuban Sandwich Cafe,1804 Briarcliff Blvd Austin TX 78723
11,Under $10,4.5,The Commons Cafe,10100 Burnet Rd Austin TX 78758
150,$11-30,4.0,Beach Hut Deli,2081 Camden Ave San Jose CA 95124
533,$11-30,2.5,The Oasis,6550 Comanche Trl Austin TX 78732
63,Under $10,4.5,O’Henry’s Donut Shop,5709 Cottle Rd San Jose CA 95123
394,Under $10,3.5,Sa-By Thai Cuisine,346 E William St San Jose CA 95112
419,$11-30,3.5,Willow Street Wood-Fired Pizza,1072 Willow St San Jose CA 95125
628,$11-30,2.5,BJ’s Restaurant & Brewhouse,511 Coleman Ave San Jose CA 95110
580,$11-30,4.0,High Five Pizza,171 Branham Ln San Jose CA 95136
732,$11-30,3.5,The Old Wagon Saloon and Grill,73 N San Pedro St San Jose CA 95110
4,Under $10,5.0,Golden Tandir,3381 Shore Pkwy Brooklyn NY 11235
330,$11-30,4.0,Hibino,333 Henry St Brooklyn NY 11201
323,$11-30,4.0,Tournesol,5012 Vernon Blvd Long Island City NY 11101
106,$11-30,4.0,Frost Restaurant,193 Frost St Brooklyn NY 11211
356,Under $10,4.0,iJava Coffee & Eatery,387 Delmas Ave San Jose CA 95126
222,$11-30,4.0,Vic’s,31 Great Jones St New York NY 10012
1024,$31-60,4.0,Yakitori Totto,251 W 55th St New York NY 10019
981,$11-30,4.0,Malatesta Trattoria,649 Washington St New York NY 10014
9,$11-30,5.0,While We Were Young,183 W 10th St New York NY 10014
83,$11-30,4.5,The Lowery Bar & Kitchen,43-02 43rd Ave Sunnyside NY 11104
145,$11-30,4.0,The Octopus Bar,2109 N 45th St Seattle WA 98103
500,$11-30,4.0,Her Name Is Han,17 E 31st St New York NY 10016
40,$11-30,3.5,Madrona Arms,1138 34th Ave Seattle WA 98122
44,$11-30,4.0,Retro Restaurant & Lounge,216 Stewart St Seattle WA 98101
839,$11-30,4.0,Le Pichet,1933 1st Ave Seattle WA 98101
40,Above $61,4.0,Tarsan I Jane,4012 Leary Way NW Seattle WA 98107
134,Under $10,4.0,Hooverville Bar,1721 1st Ave S Seattle WA 98134
418,$11-30,4.0,Feierabend,422 Yale Ave N Seattle WA 98109
285,$11-30,4.5,Yemen Cafe,176 Atlantic Ave Brooklyn NY 11201
188,$11-30,4.0,Bar Tano,457 3rd Ave Brooklyn NY 11215
12,$11-30,4.0,Spice Grill,199 8th Ave New York NY 10011
501,Under $10,4.0,Taste Good Malaysian Cuisine,82-18 45th Ave Elmhurst NY 11373
244,$31-60,3.5,Momofuku Nishi,232 8th Ave New York NY 10011
1892,$11-30,4.0,SriPraPhai Thai Restaurant,64-13 39th Ave Woodside NY 11377
20,$11-30,3.5,La Esquina,200 W 55th St New York NY 10019
116,$11-30,4.0,Natsumi Tapas,323 3rd Ave New York NY 10010
102,$11-30,3.5,Grandma’s House,364 Atlantic Ave Brooklyn NY 11217
372,Under $10,4.0,Hoboken Pie,718 Red River St Austin TX 78701
400,$31-60,4.0,Estancia Churrascaria,10000 Research Blvd Austin TX 78759
84,Under $10,4.5,MOD Pizza,1920 East Riverside Dr Austin TX 78741
90,Under $10,4.0,El Meson,5808 Burleson Rd Austin TX 78744
1817,$31-60,4.0,ilili,236 5th Ave New York NY 10001
88,$11-30,3.5,Madam Mam’s Thai Cuisine,9911 Brodie Ln Austin TX 78748
76,Under $10,4.5,El Regio,6615 Berkman Dr Austin TX 78723
323,Under $10,4.0,Billy’s on Burnet,2105 Hancock Dr Austin TX 78756
45,Under $10,4.5,Marcelino Pan Y Vino,901 Tillery St Austin TX 78702
1437,$11-30,3.5,24 Diner,600 N Lamar Blvd Austin TX 78703
673,Under $10,4.0,Com Tam Dat Thanh,1055 Tully Rd San Jose CA 95122
90,Under $10,3.5,Sri’s Kitchen,3730 N 1st St San Jose CA 95134
15,Under $10,4.5,Lo Banh Cuon,1281 E Santa Clara St San Jose CA 95116
537,Under $10,4.0,Pho 54,2874 Alum Rock Ave San Jose CA 95127
546,$11-30,4.0,8Elements Perfect Indian Cuisine,1781 E Capitol Expy San Jose CA 95121
965,$11-30,3.5,Naglee Park Garage,505 E San Carlos St San Jose CA 95112
212,$11-30,4.0,Holder’s Country Inn,5512 Monterey Rd San Jose CA 95138
640,$11-30,3.5,Li’l Woody’s,1211 Pine St Seattle WA 98101
225,$11-30,4.0,San Fernando Roasted Chicken,900 Rainier Ave S Seattle WA 98144
994,Under $10,4.0,Sweet Iron,1200 3rd Ave Seattle WA 98101
52,$11-30,3.5,Uncle ​Lee’s,3224 NE 45th St Seattle WA 98105
51,$11-30,4.5,El Legendario Mexican Restaurant,4705 Aurora Ave N Seattle WA 98103
29,$31-60,3.5,Vestal,513 Westlake Ave N Seattle WA 98109
26,Under $10,4.5,Dur Dur Cafe,2212 E Cherry St Seattle WA 98122
2,,4.5,Cheap Date,409 Jessie St Austin TX 78704
88,Under $10,4.5,Isalia’s Tex-Mex Restaurant,2602 Guadalupe St Austin TX 78705
267,Under $10,4.0,Austin Terrier,3435 Greystone Dr Austin TX 78731
135,$11-30,3.5,Sansei Seafood Restaurant & Sushi Bar,815 Pine St Seattle WA 98101
65,$11-30,3.5,Thai Spice Cafe,3600 N Capital of Texas Hwy Austin TX 78746
432,$31-60,4.0,ALC Steaks,1205 N Lamar Blvd Austin TX 78703
480,$11-30,4.0,Freedmen’s,2402 San Gabriel St Austin TX 78705
2,Under $10,4.5,The East End On 7th,3518 E 7th St Austin TX 78702
162,$11-30,4.0,Hao-Q Asian Kitchen,3742 Far W Blvd Austin TX 78731
155,$11-30,4.0,Shogun,1807 Slaughter Ln W Austin TX 78748
1409,$11-30,3.5,Tomi Sushi & Seafood Buffet,2200 Eastridge Loop San Jose CA 95122
147,$11-30,4.5,Prima Pizza & Pasta,10505 N Fm 620 Austin TX 78726
1176,Under $10,3.5,Magnolia Cafe,1920 S Congress Ave Austin TX 78704
93,Under $10,4.0,Shahi Cafè,12410 N Lamar Blvd Austin TX 78753
442,Under $10,4.0,Biscuits and Groovy,5015 Duval St Austin TX 78751
16,Under $10,4.0,Beto’s Mexican Restaurant,3518 E 7th St Austin TX 78702
