,_id,ltable_ID,rtable_ID,ltable_name,ltable_address,ltable_ratingValue,ltable_price_range,ltable_number_of_reviews,rtable_name,rtable_address,rtable_ratingValue,rtable_price_range,rtable_number_of_reviews
1159,1159,1812,3086,tu mero mole,2041 Woodard Rd San Jose CA 95124,4.5,$5,647,tu mero mole,2041 Woodard Road San Jose CA 95124,-,$25,1
1160,1160,1813,1658,regal bagel,125 Bernal Rd San Jose CA 95119,4.5,$5,263,regal bagels,125 Bernal Road San Jose CA 95119,3.6,$43,2
1161,1161,1813,2241,regal bagel,125 Bernal Rd San Jose CA 95119,4.5,$5,263,simpleviet,125 Bernal Road San Jose CA 95119,-,$13,1
1162,1162,1815,2140,heartbeat cafe,14392 Union Ave San Jose CA 95124,4.0,$5,125,heartbeat cafe,14392 Union Avenue San Jose CA 95124,3.0,$10,1
1163,1163,1816,596,mexican hot dogs,2770 Story Rd San Jose CA 95127,5.0,$5,26,mark's hot dogs,48 South Capitol Avenue San Jose CA 95127,3.9,$15,1
1164,1164,1817,17,aqui cal-mex,5679 Snell Ave San Jose CA 95123,4.0,$20,486,aqui cal-mex,5679 Snell Avenue San Jose CA 95123,4.0,$45,10
1165,1165,1818,749,the boiling crab,71 Curtner Ave San Jose CA 95125,3.5,$20,1600,the boiling crab,71 Curtner Avenue Suite 20 San Jose CA 95125,3.4,$43,4
1166,1166,1825,1029,ruffian wine bar & chef’s table,125 E 7th St New York NY 10009,5.0,$20,94,big gay ice cream shop,125 E 7th St New York NY 10009,4.3,$20,39
1167,1167,1825,1800,ruffian wine bar & chef’s table,125 E 7th St New York NY 10009,5.0,$20,94,pylos,128 E 7th St New York NY 10009,4.2,$50,14
1168,1168,1829,1141,thai siam,8305 15th Ave NW Seattle WA 98117,4.0,$20,375,thai siam,8305 15th Avenue NW Seattle WA 98117,3.9,$30,28
1169,1169,1830,1557,duke’s chowder house,2516 Alki Ave SW Seattle WA 98116,3.5,$20,360,duke's chowder house,2516 Alki Avenue SW Seattle WA 98116,3.5,$60,13
1170,1170,1831,2467,zen noodle & cafe,4537A University Way NE Seattle WA 98105,3.5,$5,101,u:don fresh noodle station,4515 University Way NE Seattle WA 98105,3.5,$20,12
1171,1171,1831,3105,zen noodle & cafe,4537A University Way NE Seattle WA 98105,3.5,$5,101,garam masala,4537 University Way NE Seattle WA 98105,3.5,$30,15
1172,1172,1832,385,terra plata,1501 Melrose Ave Seattle WA 98122,4.0,$45,606,terra plata,1501 Melrose Avenue Seattle WA 98122,3.9,$65,32
1173,1173,1834,2941,eureka!,2614 NE 46th St Seattle WA 98105,3.5,$20,357,eureka!,University Village 2614 NE 46th St Seattle WA 98105,3.0,$50,14
1174,1174,1835,1126,bick’s broadview grill,10555 Greenwood Ave N Seattle WA 98133,4.0,$20,160,bick's broadview grill,10555 Greenwood Avenue N Seattle WA 98133,4.2,$45,23
1175,1175,1836,891,8oz burger & co,1401 Broadway Seattle WA 98122,4.0,$20,1059,8oz burger & co.,1401 Broadway Seattle WA 98122,3.5,$45,23
1176,1176,1838,1757,elliott bay public house & brewery,12537 Lake City Way NE Seattle WA 98125,4.0,$20,366,thai one on,12343 Lake City Way NE Seattle WA 98125,3.9,$30,27
1177,1177,1838,1766,elliott bay public house & brewery,12537 Lake City Way NE Seattle WA 98125,4.0,$20,366,toyoda sushi,12543 Lake City Way NE Seattle WA 98125,4.1,$55,12
1178,1178,1838,2439,elliott bay public house & brewery,12537 Lake City Way NE Seattle WA 98125,4.0,$20,366,elliott bay brewery & pub,12537 Lake City Way NE Seattle WA 98125,3.6,$30,14
1179,1179,1838,2893,elliott bay public house & brewery,12537 Lake City Way NE Seattle WA 98125,4.0,$20,366,breakfast club,12306 Lake City Way NE Seattle WA 98125,3.2,$30,15
1180,1180,1843,1595,balkan cafe & grill,11800 N Lamar Blvd Austin TX 78753,4.5,$20,177,santorini cafe,11800 N Lamar Blvd Austin TX 78753,3.3,$50,13
1181,1181,1843,3174,balkan cafe & grill,11800 N Lamar Blvd Austin TX 78753,4.5,$20,177,peace bakery and deli,11220 N Lamar Blvd Austin TX 78753,3.1,$30,4
1182,1182,1844,506,little deli & pizzeria,7101-A Woodrow Ave Austin TX 78757,4.5,$5,906,little deli & pizzeria,7101 A Woodrow Avenue Austin TX 78757,4.4,$50,30
1183,1183,1847,2634,the original new orleans po-boy,1806 E 12th St Austin TX 78702,4.0,$20,22,the original new orleans po-boy and gumbo shop,1806 E 12th St Austin TX 78702,3.2,$35,8
1184,1184,1849,1473,fu man dumpling house,14314 Greenwood Ave N Seattle WA 98133,4.0,$5,448,fu man dumpling house,14314 Greenwood Avenue North Seattle WA 98133,4.0,$35,29
1185,1185,1851,1553,taste ,1300 1st Ave Seattle WA 98101,3.5,$20,189,taste ,1300 1st Avenue Seattle WA 98101,3.6,$75,25
1186,1186,1863,175,pommes frites,128 Macdougal St New York NY 10012,4.5,$5,198,pommes frites,128 Macdougal St New York NY 10012,4.8,$35,85
1187,1187,1863,531,pommes frites,128 Macdougal St New York NY 10012,4.5,$5,198,minetta tavern,113 Macdougal St New York NY 10012,4.3,$100,63
1188,1188,1863,2699,pommes frites,128 Macdougal St New York NY 10012,4.5,$5,198,la lanterna di vittorio,129 Macdougal St New York NY 10012,4.0,$75,12
1189,1189,1866,818,tan my ,1601 Ohlen Rd Austin TX 78758,4.5,$5,461,tan my,1601 Ohlen Road Austin TX 78758,3.6,$25,11
1190,1190,1867,2985,north by northwest restaurant & brewery - slaughter,5701 W Slaughter Ln Austin TX 78749,3.5,$20,189,400 rabbits bar,5701 W Slaughter Lane Austin TX 78749,3.5,$15,2
1191,1191,1868,2729,1776 cheesesteak co,1505 Town Creek Austin TX 78741,4.5,$20,38,buzzmill coffee,1505 Town Creek Drive Austin TX 78741,3.2,$25,4
1192,1192,1870,2732,drink well,207 E 53rd St Austin TX 78751,4.0,$20,264,drink well,207 E 53rd St Austin TX 78751,3.2,$15,5
1193,1193,1872,1898,salt & time,1912 E 7th St Austin TX 78702,3.5,$20,318,salt and time,1912 E 7th St Austin TX 78702,3.3,$50,10
1194,1194,1873,138,juan in a million,2300 E Cesar Chavez St Austin TX 78702,4.0,$5,1180,juan in a million,2300 E Cesar Chavez St Austin TX 78702,4.0,$25,66
1195,1195,1873,1415,juan in a million,2300 E Cesar Chavez St Austin TX 78702,4.0,$5,1180,counter culture,2337 E Cesar Chavez St Austin TX 78702,3.6,$30,12
1196,1196,1875,2058,taqueria el coral,426 W Capitol Expy San Jose CA 95136,4.0,$5,277,taqueria el coral,426 West Capitol Expressway San Jose CA 95136,3.4,$20,1
1197,1197,1876,1177,bibo’s ny pizza,1431 Bird Ave San Jose CA 95125,4.5,$5,650,bibo's ny pizza,1431 Bird Avenue San Jose CA 95125,3.6,$130,1
1198,1198,1879,410,7 stars bar & grill,398 S Bascom Ave San Jose CA 95128,4.0,$5,187,mizu sushi bar & grill,1035 South Winchester Blvd San Jose CA 95128,3.8,$45,4
1199,1199,1880,1657,wu ji’s mala house,1715 Lundy Ave San Jose CA 95131,3.5,$20,607,thai recipe,1715 Lundy Avenue San Jose CA 95131,3.3,$13,1
1200,1200,1880,3084,wu ji’s mala house,1715 Lundy Ave San Jose CA 95131,3.5,$20,607,ma's,1715 Lundy Avenue San Jose CA 95131,3.0,$55,1
1201,1201,1886,1202,kim tar ,1698 Hostetter Rd San Jose CA 95131,3.5,$5,239,hello desserts!,1698 Hostetter Road San Jose CA 95131,3.7,$40,2
1202,1202,1886,1667,kim tar ,1698 Hostetter Rd San Jose CA 95131,3.5,$5,239,do re mi,1698 Hostetter Road San Jose CA 95131,3.5,$30,1
1203,1203,1886,1861,kim tar ,1698 Hostetter Rd San Jose CA 95131,3.5,$5,239,goldilocks,1698 Hostetter Road San Jose CA 95131,3.2,$25,1
1204,1204,1886,2237,kim tar ,1698 Hostetter Rd San Jose CA 95131,3.5,$5,239,kim tar,1698 Hostetter Road San Jose CA 95131,3.2,$60,2
1205,1205,1887,374,cantinetta,3650 Wallingford Ave Seattle WA 98103,4.0,$45,297,cantinetta,3650 Wallingford Avenue N Seattle WA 98103,4.3,$60,40
1206,1206,1888,770,cafe gourmet,840 Willow St San Jose CA 95125,4.0,$20,467,sweet mango,1040 Willow St San Jose CA 95125,3.8,$50,3
1207,1207,1888,1168,cafe gourmet,840 Willow St San Jose CA 95125,4.0,$20,467,cafe gourmet,840 Willow St Suite 400 San Jose CA 95125,3.1,$35,1
1208,1208,1897,2795,nino’s 46,39 W 46th St New York NY 10036,4.0,$20,739,sushi of gari 46,347 W 46th St New York NY 10036,3.6,$55,14
1209,1209,1898,1157,dalat ,408 E William St San Jose CA 95112,4.0,$20,428,dalat,408 E William St San Jose CA 95112,3.5,$50,1
1210,1210,1898,3085,dalat ,408 E William St San Jose CA 95112,4.0,$20,428,pho cong ly,460 E William St San Jose CA 95112,-,$13,1
1211,1211,1899,2545,americana,219 Broadway E Seattle WA 98102,4.0,$20,719,mirch masala,213 Broadway E Seattle WA 98102,3.5,$40,16
1212,1212,1899,2561,americana,219 Broadway E Seattle WA 98102,4.0,$20,719,americana,219 Broadway East Seattle WA 98102,3.3,$40,12
1213,1213,1912,2314,the malt house fidi,9 Maiden Ln New York NY 10038,4.0,$20,160,the malt house,9 Maiden Lane New York NY 10038,3.0,$50,8
1214,1214,1917,642,calle ocho,45 W 81st St New York NY 10024,4.0,$20,1996,call ocho,Excelsior Hotel 45 W 81st St New York NY 10024,4.2,$80,27
1215,1215,1920,2586,the twilight exit,2514 E Cherry St Seattle WA 98122,4.0,$20,182,twilight exit,2514 East Cherry St Seattle WA 98122,3.6,$30,11
1216,1216,1923,57,serious pie,1124 Pike St Seattle WA 98101,4.0,$20,222,serious pie,316 Virginia St Seattle WA 98101,4.3,$40,122
1217,1217,1923,373,serious pie,1124 Pike St Seattle WA 98101,4.0,$20,222,starbucks reserve roastery & tasting room,1124 Pike St Seattle WA 98101,3.7,$25,28
1218,1218,1923,2948,serious pie,1124 Pike St Seattle WA 98101,4.0,$20,222,rumba,1112 Pike St Seattle WA 98101,3.5,$60,9
1219,1219,1925,373,rumba,1112 Pike St Seattle WA 98101,4.0,$20,271,starbucks reserve roastery & tasting room,1124 Pike St Seattle WA 98101,3.7,$25,28
1220,1220,1925,2948,rumba,1112 Pike St Seattle WA 98101,4.0,$20,271,rumba,1112 Pike St Seattle WA 98101,3.5,$60,9
1221,1221,1926,1153,chili & sesame korean kitchen,2429 2nd Ave Seattle WA 98121,4.0,$20,241,branzino,2429 2nd Avenue Seattle WA 98121,3.9,$45,38
1222,1222,1927,1358,maudie’s milagro,3801 N Capital Of Texas Hwy Austin TX 78746,3.5,$20,225,maudie's milagro,3801 N Capital Of Texas Hwy Suite 200 Austin TX 78746,3.9,$40,15
1223,1223,1929,898,tyson’s tacos,4905 Airport Blvd Austin TX 78751,4.0,$5,315,mrs. johnson's bakery,4909 Airport Blvd Austin TX 78751,3.5,$15,12
1224,1224,1934,1077,san francisco bakery & café,2900 W Anderson Ln Austin TX 78757,4.0,$5,271,san francisco bakery and cafe,2900 W Anderson Lane Suite L Austin TX 78757,3.7,$25,12
1225,1225,1935,516,kebabalicious,1720 Barton Springs Rd Austin TX 78704,4.5,$5,302,the mighty cone,1720 Barton Springs Road Austin TX 78704,4.1,$25,23
1226,1226,1935,2199,kebabalicious,1720 Barton Springs Rd Austin TX 78704,4.5,$5,302,hey!... you gonna eat or what?,1720 Barton Springs Road Austin TX 78704,3.5,$25,12
1227,1227,1936,3085,sonia’s kitchen,360 E William St San Jose CA 95112,4.0,$5,141,pho cong ly,460 E William St San Jose CA 95112,-,$13,1
1228,1228,1938,448,isla,208 W 4th St Austin TX 78701,4.0,$20,128,pch,208 W 4th St Austin TX 78701,3.8,$120,30
1229,1229,1938,779,isla,208 W 4th St Austin TX 78701,4.0,$20,128,halcyon,218 W 4th St Austin TX 78701,3.8,$45,21
1230,1230,1946,2053,jade cathay,1339 N 1st St San Jose CA 95112,3.5,$20,466,jade cathay,1339 N First St San Jose CA 95112,-,$30,1
1231,1231,1952,159,balthazar ,80 Spring St New York NY 10012,4.0,$45,2319,balthazar,80 Spring St New York NY 10012,4.5,$140,212
1232,1232,1952,219,balthazar ,80 Spring St New York NY 10012,4.0,$45,2319,balthazar,80 Spring St New York NY 10012,4.5,$140,212
1233,1233,1960,1958,the hamilton,998 Amsterdam Avenue New York NY 10025,4.5,$20,70,talia's steakhouse,668 Amsterdam Avenue New York NY 10025,3.4,$110,18
1234,1234,1960,2353,the hamilton,998 Amsterdam Avenue New York NY 10025,4.5,$20,70,awash,947 Amsterdam Avenue New York NY 10025,4.2,$60,14
1235,1235,1960,2508,the hamilton,998 Amsterdam Avenue New York NY 10025,4.5,$20,70,thai market,960 Amsterdam Avenue New York NY 10025,4.1,$50,22
1236,1236,1966,1346,jak’s grill,3701 NE 45th St Seattle WA 98105,4.0,$45,330,jak's grill,3701 NE 45th St Seattle WA 98105,4.0,$75,22
1237,1237,1968,1406,saltoro,14051 Greenwood Ave N Seattle WA 98133,4.0,$20,208,saltoro,14051 Greenwood Avenue N Seattle WA 98133,4.2,$60,20
1238,1238,1969,717,roro bbq & grill,3620 Stone Way N Seattle WA 98103,4.0,$20,475,roro bbq & grill,3620 Stone Way N Seattle WA 98103,4.1,$40,28
1239,1239,1973,1411,farestart ,700 Virginia St Seattle WA 98101,4.5,$20,285,farestart,700 Virginia St Seattle WA 98101,3.7,$40,18
1240,1240,1977,979,veggie grill,1692 Saratoga Ave San Jose CA 95129,4.0,$20,240,veggie grill,Westgate Center 1692 Saratoga Avenue San Jose CA 95129,-,$25,2
1241,1241,1978,1440,ogisan ramen,5293 Prospect Rd San Jose CA 95129,3.5,$20,222,ogisan ramen,5293 Prospect Road San Jose CA 95129,3.2,$20,1
1242,1242,1981,35,mother’s cafe & garden,4215 Duval St Austin TX 78751,4.0,$20,736,mother's cafe & garden,4215 Duval St Austin TX 78751,4.2,$40,27
1243,1243,1982,1828,searsucker,415 Colorado St Austin TX 78701,3.5,$20,482,searsucker,415 Colorado St Warehouse District Austin TX 78701,3.5,$70,20
1244,1244,1982,2498,searsucker,415 Colorado St Austin TX 78701,3.5,$20,482,lonesome dove,419 Colorado St Austin TX 78701,3.0,$160,3
1245,1245,1984,493,steiner ranch steakhouse,5424 Steiner Ranch Blvd Austin TX 78732,3.5,$45,408,steiner ranch steakhouse,5424 Steiner Ranch Blvd TX 78732,3.6,$40,58
1246,1246,1985,40,café crêpe,200 San Jacinto Blvd Austin TX 78701,4.0,$5,590,cafe crpe,200 San Jacinto Blvd Suite A TX 78701,4.2,$30,42
1247,1247,1985,444,café crêpe,200 San Jacinto Blvd Austin TX 78701,4.0,$5,590,p.f. chang's,201 San Jacinto Blvd Austin TX 78701,4.0,$75,11
1248,1248,1987,914,the mean eyed cat,1621 W 5th St Austin TX 78703,4.0,$5,202,el arroyo,1624 W 5th St Austin TX 78703,3.4,$60,12
1249,1249,1990,845,midori sushi,13435 N Hwy 183 Austin TX 78750,4.5,$20,726,midori sushi,13435 US 183 N Suite 301 Austin TX 78750,4.2,$40,27
1250,1250,1991,1367,the flying carpet,504 W Oltorf St Austin TX 78704,4.5,$5,212,habanero mexican cafe,501 W Oltorf St Austin TX 78704,4.0,$30,29
1251,1251,1992,820,the salt lick taco bar,Austin-Bergstrom International Airport Austin TX 78719,3.5,$5,93,the salt lick bar-b-que,Gate 12 3600 Presidential Blvd Bergstrom International Airport Austin TX 78719,3.4,$30,21
1252,1252,1993,1722,baguette house,10901 N Lamar Blvd Austin TX 78753,4.0,$5,293,first chinese bbq,10901 N Lamar Blvd Austin TX 78753,3.5,$40,13
1253,1253,1994,1104,arturo’s underground cafe,314 W 17th St Austin TX 78701,4.0,$5,360,arturo's underground cafe,314 W 17th St Austin TX 78701,3.6,$30,5
1254,1254,1995,1848,ski shores cafe,3103 Pearce Rd Austin TX 78730,3.0,$20,224,ski shores cafe,2905 Pearce Road TX 78730,3.8,$25,15
1255,1255,2003,2379,ihop,644 N 1st St San Jose CA 95112,3.5,$20,217,ihop,644 N 1st St Downtown San Jose CA 95112,3.2,$20,1
1256,1256,2005,619,uneeda burger,4302 Fremont Ave N Seattle WA 98103,4.0,$20,918,uneeda burger,4302 Fremont Avenue North Seattle WA 98103,4.2,$30,53
1257,1257,2006,741,picasso’s tapas ,62 W Santa Clara St San Jose CA 95113,3.5,$20,539,fuji,56 W Santa Clara St San Jose CA 95113,3.4,$35,1
1258,1258,2006,773,picasso’s tapas ,62 W Santa Clara St San Jose CA 95113,3.5,$20,539,picasso's,62 W Santa Clara St San Jose CA 95113,3.6,$35,4
1259,1259,2006,1991,picasso’s tapas ,62 W Santa Clara St San Jose CA 95113,3.5,$20,539,city bagels,52 W Santa Clara St San Jose CA 95113,3.1,$20,2
1260,1260,2006,2234,picasso’s tapas ,62 W Santa Clara St San Jose CA 95113,3.5,$20,539,picassos tapas & restautant,62 West Santa Clara St San Jose CA 95113,-,$60,1
1261,1261,2007,1559,perché no pasta & vino,1319 N 49th St Seattle WA 98103,4.0,$20,324,perch no pasta & vino,1319 North 49th St Seattle WA 98103,3.6,$70,22
1262,1262,2008,2965,red lantern,520 S Jackson St Seattle WA 98104,4.0,$20,429,red lantern,520 South Jackson St Seattle WA 98104,3.7,$45,5
1263,1263,2011,3,new krung thai ,580 N Winchester Blvd San Jose CA 95128,3.5,$20,1591,new krung thai,640 S Winchester Blvd  San Jose CA 95128,4.4,$40,17
1264,1264,2011,91,new krung thai ,580 N Winchester Blvd San Jose CA 95128,3.5,$20,1591,new krung thai,580 North Winchester Blvd San Jose CA 95128,4.1,$70,7
1265,1265,2012,2961,collections cafe,305 Harrison St Seattle WA 98109,4.0,$20,176,skillet counter,305 Harrison St Seattle WA 98109,3.0,$30,13
1266,1266,2012,3109,collections cafe,305 Harrison St Seattle WA 98109,4.0,$20,176,nollie's cafe,1165 Harrison St Seattle WA 98109,3.4,$20,13
1267,1267,2013,1145,in the bowl vegetarian noodle bistro,1554 E Olive Way Seattle WA 98102,4.0,$5,565,in the bowl,1554 East Olive Way Seattle WA 98102,4.2,$40,20
1268,1268,2014,107,trials pub,265 N 1st St San Jose CA 95113,4.0,$20,439,teske's germania,255 N 1st St San Jose CA 95113,4.1,$40,5
1269,1269,2014,1164,trials pub,265 N 1st St San Jose CA 95113,4.0,$20,439,trials pub,265 North 1st St San Jose CA 95113,3.6,$13,2
1270,1270,2015,2685,sushi kanpai,900 8th Ave Seattle WA 98104,4.0,$20,269,kanpai,900 8th Avenue Seattle WA 98104,3.5,$50,8
1271,1271,2016,1163,mochi ice cream,170 Jackson St San Jose CA 95112,4.0,$5,466,shaburi,171 Jackson St San Jose CA 95112,3.7,$15,2
1272,1272,2018,2387,oasis deli,1737 N 1st St San Jose CA 95112,4.5,$5,95,oasis deli cafe,1737 N 1st St San Jose CA 95112,-,$13,1
1273,1273,2025,622,"the brooklyn seafood, steak & oyster house",1212 2nd Ave Seattle WA 98101,4.0,$45,835,the brooklyn,1212 2nd Avenue Seattle WA 98101,3.9,$120,37
1274,1274,2027,267,cafe lago,2305 24th Ave E Seattle WA 98112,3.5,$20,169,cafe flora,2901 East Madison St Seattle WA 98112,4.0,$65,52
1275,1275,2027,713,cafe lago,2305 24th Ave E Seattle WA 98112,3.5,$20,169,cafe lago,2305 24th Avenue East WA 98112,3.6,$15,27
1276,1276,2028,1757,2c thai bistro & spirits,12506 Lake City Way NE Seattle WA 98125,4.5,$20,144,thai one on,12343 Lake City Way NE Seattle WA 98125,3.9,$30,27
1277,1277,2028,1766,2c thai bistro & spirits,12506 Lake City Way NE Seattle WA 98125,4.5,$20,144,toyoda sushi,12543 Lake City Way NE Seattle WA 98125,4.1,$55,12
1278,1278,2028,2439,2c thai bistro & spirits,12506 Lake City Way NE Seattle WA 98125,4.5,$20,144,elliott bay brewery & pub,12537 Lake City Way NE Seattle WA 98125,3.6,$30,14
1279,1279,2028,2893,2c thai bistro & spirits,12506 Lake City Way NE Seattle WA 98125,4.5,$20,144,breakfast club,12306 Lake City Way NE Seattle WA 98125,3.2,$30,15
1280,1280,2029,2940,ikina sushi,918 E Pike St Seattle WA 98122,4.0,$20,48,ballet,914 E Pike St Seattle WA 98122,3.6,$30,7
1281,1281,2034,1600,tamale house east,1707 E 6th St Austin TX 78702,4.0,$5,251,tamale house east,1707 E 6th St Austin TX 78702,3.3,$30,5
1282,1282,2037,55,bua loy thai cuisine,1211 E 6th St Austin TX 78702,5.0,$5,5,buenos aires cafe,1201 E 6th St Austin TX 78702,4.1,$70,26
1283,1283,2038,1723,big fat greek gyros,80 Rainey St Austin TX 78701,4.5,$5,165,el naranjo,85 Rainey St Austin TX 78701,3.6,$100,13
1284,1284,2044,139,magnolia cafe,2304 Lake Austin Blvd Austin TX 78703,3.5,$5,657,magnolia cafe,2304 Lake Austin Blvd Austin TX 78703,4.3,$40,45
1285,1285,2045,131,peace bakery and deli,11220 N Lamar Blvd Austin TX 78753,4.5,$5,240,chuy's,10520 N Lamar Blvd Austin TX 78753,4.3,$35,43
1286,1286,2045,1595,peace bakery and deli,11220 N Lamar Blvd Austin TX 78753,4.5,$5,240,santorini cafe,11800 N Lamar Blvd Austin TX 78753,3.3,$50,13
1287,1287,2045,3174,peace bakery and deli,11220 N Lamar Blvd Austin TX 78753,4.5,$5,240,peace bakery and deli,11220 N Lamar Blvd Austin TX 78753,3.1,$30,4
1288,1288,2046,1388,guanaco’s tacos pupuseria,4106 Brooklyn Ave NE Seattle WA 98105,4.0,$5,258,guanaco's tacos pupuseria,4106 Brooklyn Avenue NE Seattle WA 98105,4.4,$20,19
1289,1289,2047,549,chiso ,3520 Fremont Ave N Seattle WA 98103,4.0,$20,466,chiso,3520 Fremont Avenue North Seattle WA 98103,4.0,$75,27
1290,1290,2048,375,geraldine’s counter,4872 Rainier Ave S Seattle WA 98118,4.0,$20,874,geraldine's counter,4872 Rainier Avenue South Seattle WA 98118,4.3,$40,29
1291,1291,2050,2717,westville - east,173 Ave A New York NY 10009,4.0,$20,904,westville,173 Avenue A New York NY 10009,3.8,$60,8
1292,1292,2051,175,new york kimchi,102 Macdougal St New York NY 10012,3.5,$5,15,pommes frites,128 Macdougal St New York NY 10012,4.8,$35,85
1293,1293,2051,531,new york kimchi,102 Macdougal St New York NY 10012,3.5,$5,15,minetta tavern,113 Macdougal St New York NY 10012,4.3,$100,63
1294,1294,2051,2699,new york kimchi,102 Macdougal St New York NY 10012,3.5,$5,15,la lanterna di vittorio,129 Macdougal St New York NY 10012,4.0,$75,12
1295,1295,2054,1157,pho cong ly,460 E William St San Jose CA 95112,4.0,$5,390,dalat,408 E William St San Jose CA 95112,3.5,$50,1
1296,1296,2054,3085,pho cong ly,460 E William St San Jose CA 95112,4.0,$5,390,pho cong ly,460 E William St San Jose CA 95112,-,$13,1
1297,1297,2057,2101,pizzeria pulcinella,10003 Rainier Ave S Seattle WA 98178,4.5,$20,298,pizzeria pulcinella,10003 Rainier Avenue South Seattle WA 98178,3.9,$30,17
1298,1298,2059,1428,azuma japanese cuisine ii,664 Blossom Hill Rd San Jose CA 95123,4.0,$20,39,shin japanese,664 Blossom Hill Road San Jose CA 95123,3.4,$13,3
1299,1299,2060,1038,buvette,42 Grove St New York NY 10014,4.0,$20,1094,buvette,42 Grove St New York NY 10014,3.9,$40,27
1300,1300,2065,2796,naive,299 S 4th St Brooklyn NY 11211,4.5,$20,30,traif,229 S 4th St Brooklyn NY 11211,4.0,$75,23
1301,1301,2067,1249,sevilla ,62 Charles St New York NY 10014,3.5,$20,321,mary's fish camp,64 Charles St New York NY 10014,4.0,$150,23
1302,1302,2067,3139,sevilla ,62 Charles St New York NY 10014,3.5,$20,321,sevilla,62 Charles St New York NY 10014,4.0,$150,9
